,TgtCndMovDirectStatusFlg,TgtCndGndVelLong,TgtCndGndVelLat,TgtCndAbsHdAng,TgtCndConf,InitEnableFlg
4537,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,0,VALID,INVALID
4538,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,0,INVALID,VALID
4539,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,0,INVALID,INVALID
4540,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dx),VALID,VALID
4541,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dx),VALID,INVALID
4542,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dx),INVALID,VALID
4543,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dx),INVALID,INVALID
4544,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy),VALID,VALID
4545,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy),VALID,INVALID
4546,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy),INVALID,VALID
4547,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy),INVALID,INVALID
4548,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
4549,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
4550,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
4551,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
4552,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
4553,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
4554,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
4555,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
4556,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
4557,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
4558,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
4559,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
4560,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
4561,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
4562,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
4563,Oncoming,(-) -1.94mps down,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
4564,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,0,VALID,VALID
4565,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,0,VALID,INVALID
4566,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,0,INVALID,VALID
4567,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,0,INVALID,INVALID
4568,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dx),VALID,VALID
4569,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dx),VALID,INVALID
4570,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dx),INVALID,VALID
4571,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dx),INVALID,INVALID
4572,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy),VALID,VALID
4573,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy),VALID,INVALID
4574,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy),INVALID,VALID
4575,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy),INVALID,INVALID
4576,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
4577,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
4578,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
4579,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
4580,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
4581,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
4582,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
4583,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
4584,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
4585,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
4586,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
4587,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
4588,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
4589,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
4590,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
4591,Oncoming,(-) -1.94mps down,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
4592,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,0,VALID,VALID
4593,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,0,VALID,INVALID
4594,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,0,INVALID,VALID
4595,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,0,INVALID,INVALID
4596,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dx),VALID,VALID
4597,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dx),VALID,INVALID
4598,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dx),INVALID,VALID
4599,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dx),INVALID,INVALID
4600,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy),VALID,VALID
4601,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy),VALID,INVALID
4602,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy),INVALID,VALID
4603,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy),INVALID,INVALID
4604,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
4605,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
4606,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
4607,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
4608,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
4609,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
4610,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
4611,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
4612,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
4613,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
4614,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
4615,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
4616,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
4617,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
4618,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
4619,Oncoming,(-) -1.94mps down,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
4620,Oncoming,(-) -1.94mps up,Stop,0,VALID,VALID
4621,Oncoming,(-) -1.94mps up,Stop,0,VALID,INVALID
4622,Oncoming,(-) -1.94mps up,Stop,0,INVALID,VALID
4623,Oncoming,(-) -1.94mps up,Stop,0,INVALID,INVALID
4624,Oncoming,(-) -1.94mps up,Stop,(dx),VALID,VALID
4625,Oncoming,(-) -1.94mps up,Stop,(dx),VALID,INVALID
4626,Oncoming,(-) -1.94mps up,Stop,(dx),INVALID,VALID
4627,Oncoming,(-) -1.94mps up,Stop,(dx),INVALID,INVALID
4628,Oncoming,(-) -1.94mps up,Stop,(dy),VALID,VALID
4629,Oncoming,(-) -1.94mps up,Stop,(dy),VALID,INVALID
4630,Oncoming,(-) -1.94mps up,Stop,(dy),INVALID,VALID
4631,Oncoming,(-) -1.94mps up,Stop,(dy),INVALID,INVALID
4632,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg down,VALID,VALID
4633,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg down,VALID,INVALID
4634,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg down,INVALID,VALID
4635,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg down,INVALID,INVALID
4636,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg up,VALID,VALID
4637,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg up,VALID,INVALID
4638,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg up,INVALID,VALID
4639,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 40deg up,INVALID,INVALID
4640,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg down,VALID,VALID
4641,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg down,VALID,INVALID
4642,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg down,INVALID,VALID
4643,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg down,INVALID,INVALID
4644,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg up,VALID,VALID
4645,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg up,VALID,INVALID
4646,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg up,INVALID,VALID
4647,Oncoming,(-) -1.94mps up,Stop,(dy/dx) 50deg up,INVALID,INVALID
4648,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,0,VALID,VALID
4649,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,0,VALID,INVALID
4650,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,0,INVALID,VALID
4651,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,0,INVALID,INVALID
4652,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dx),VALID,VALID
4653,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dx),VALID,INVALID
4654,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dx),INVALID,VALID
4655,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dx),INVALID,INVALID
4656,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy),VALID,VALID
4657,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy),VALID,INVALID
4658,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy),INVALID,VALID
4659,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy),INVALID,INVALID
4660,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
4661,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
4662,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
4663,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
4664,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
4665,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
4666,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
4667,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
4668,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
4669,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
4670,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
4671,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
4672,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
4673,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
4674,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
4675,Oncoming,(-) -1.94mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
4676,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,0,VALID,VALID
4677,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,0,VALID,INVALID
4678,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,0,INVALID,VALID
4679,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,0,INVALID,INVALID
4680,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dx),VALID,VALID
4681,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dx),VALID,INVALID
4682,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dx),INVALID,VALID
4683,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dx),INVALID,INVALID
4684,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy),VALID,VALID
4685,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy),VALID,INVALID
4686,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy),INVALID,VALID
4687,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy),INVALID,INVALID
4688,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
4689,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
4690,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
4691,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
4692,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
4693,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
4694,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
4695,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
4696,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
4697,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
4698,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
4699,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
4700,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
4701,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
4702,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
4703,Oncoming,(-) -1.94mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
4704,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,0,VALID,VALID
4705,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,0,VALID,INVALID
4706,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,0,INVALID,VALID
4707,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,0,INVALID,INVALID
4708,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dx),VALID,VALID
4709,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dx),VALID,INVALID
4710,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dx),INVALID,VALID
4711,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dx),INVALID,INVALID
4712,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy),VALID,VALID
4713,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy),VALID,INVALID
4714,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy),INVALID,VALID
4715,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy),INVALID,INVALID
4716,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
4717,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
4718,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
4719,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
4720,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
4721,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
4722,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
4723,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
4724,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
4725,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
4726,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
4727,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
4728,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
4729,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
4730,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
4731,Oncoming,(-) -1.94mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
4732,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,0,VALID,VALID
4733,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,0,VALID,INVALID
4734,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,0,INVALID,VALID
4735,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,0,INVALID,INVALID
4736,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dx),VALID,VALID
4737,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dx),VALID,INVALID
4738,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dx),INVALID,VALID
4739,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dx),INVALID,INVALID
4740,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy),VALID,VALID
4741,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy),VALID,INVALID
4742,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy),INVALID,VALID
4743,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy),INVALID,INVALID
4744,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
4745,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
4746,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
4747,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
4748,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
4749,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
4750,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
4751,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
4752,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
4753,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
4754,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
4755,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
4756,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
4757,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
4758,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
4759,Oncoming,(-) -1.94mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
4760,Oncoming,(-) -0.5mps down,Stop,0,VALID,VALID
4761,Oncoming,(-) -0.5mps down,Stop,0,VALID,INVALID
4762,Oncoming,(-) -0.5mps down,Stop,0,INVALID,VALID
4763,Oncoming,(-) -0.5mps down,Stop,0,INVALID,INVALID
4764,Oncoming,(-) -0.5mps down,Stop,(dx),VALID,VALID
4765,Oncoming,(-) -0.5mps down,Stop,(dx),VALID,INVALID
4766,Oncoming,(-) -0.5mps down,Stop,(dx),INVALID,VALID
4767,Oncoming,(-) -0.5mps down,Stop,(dx),INVALID,INVALID
4768,Oncoming,(-) -0.5mps down,Stop,(dy),VALID,VALID
4769,Oncoming,(-) -0.5mps down,Stop,(dy),VALID,INVALID
4770,Oncoming,(-) -0.5mps down,Stop,(dy),INVALID,VALID
4771,Oncoming,(-) -0.5mps down,Stop,(dy),INVALID,INVALID
4772,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg down,VALID,VALID
4773,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg down,VALID,INVALID
4774,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg down,INVALID,VALID
4775,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg down,INVALID,INVALID
4776,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg up,VALID,VALID
4777,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg up,VALID,INVALID
4778,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg up,INVALID,VALID
4779,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 40deg up,INVALID,INVALID
4780,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg down,VALID,VALID
4781,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg down,VALID,INVALID
4782,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg down,INVALID,VALID
4783,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg down,INVALID,INVALID
4784,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg up,VALID,VALID
4785,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg up,VALID,INVALID
4786,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg up,INVALID,VALID
4787,Oncoming,(-) -0.5mps down,Stop,(dy/dx) 50deg up,INVALID,INVALID
4788,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,0,VALID,VALID
4789,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,0,VALID,INVALID
4790,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,0,INVALID,VALID
4791,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,0,INVALID,INVALID
4792,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dx),VALID,VALID
4793,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dx),VALID,INVALID
4794,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dx),INVALID,VALID
4795,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dx),INVALID,INVALID
4796,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy),VALID,VALID
4797,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy),VALID,INVALID
4798,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy),INVALID,VALID
4799,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy),INVALID,INVALID
4800,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
4801,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
4802,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
4803,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
4804,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
4805,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
4806,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
4807,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
4808,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
4809,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
4810,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
4811,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
4812,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
4813,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
4814,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
4815,Oncoming,(-) -0.5mps down,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
4816,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,0,VALID,VALID
4817,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,0,VALID,INVALID
4818,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,0,INVALID,VALID
4819,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,0,INVALID,INVALID
4820,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dx),VALID,VALID
4821,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dx),VALID,INVALID
4822,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dx),INVALID,VALID
4823,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dx),INVALID,INVALID
4824,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dy),VALID,VALID
4825,Oncoming,(-) -0.5mps down,(+-) 1.38mps down,(dy),VALID,INVALID
